lon	lat
CostaRica/INC-0092/2020	-84.1061032920821	9.88904325
CostaRica/INC-0056/2020	-121.890583	37.3361905
CostaRica/INC-0232/2021	-84.3279374888928	10.6938099
CostaRica/INC-0233/2021	-84.1931678	10.0780962
CostaRica/INC-0209/2021	-83.655901104935	10.5026883
USA/CA-CZB-13670/2020	-121.6846349	37.2333253
USA/NJ-NYULH257/2020	-74.0550731	40.7381635
CostaRica/INC-0108/2020	-3.0669209	37.8429817
CostaRica/INC-0122/2020	-40.873577	-3.7357783
CostaRica/INC-0183/2020	-83.6453628664005	9.3364185
CostaRica/INC-0227/2021	-92.6343042361831	17.32517825
CostaRica/INC-0216/2020	-85.2852320358251	10.515753
CostaRica/INC-0197/2020	-83.9872	9.9080401
CostaRica/INC-0226/2021	-122.931263251282	38.4010855
CostaRica/INC-0219/2021	-54.1647255	-24.4504957
CostaRica/INC-0179/2020	-84.4674980076129	10.4624947
CostaRica/INC-0172/2020	-83.9204377	9.8642435
CostaRica/INC-0174/2020	1.363189	41.7253374
CostaRica/INC-0170/2020	-66.0648908	18.0020368
CostaRica/INC-0169/2020	125.5459031	11.4114053
CostaRica/INC-0193/2020	-98.4951405	29.4246002
CostaRica/INC-0201/2020	-84.4674980076129	10.4624947
CostaRica/INC-0173/2020	-85.5506962685735	11.0090665
CostaRica/INC-0177/2020	-84.0322962	9.9552442
CostaRica/INC-0178/2020	-84.0594842	9.9084178
CostaRica/INC-0186/2020	-82.5870844	8.6614265
CostaRica/INC-0192/2020	-84.0594842	9.9084178
CostaRica/INC-0196/2020	-84.0138034	9.9342017
CostaRica/INC-0180/2020	-83.9036025	9.8698026
CostaRica/INC-0222/2021	-84.2543221	9.9628161
CostaRica/INC-0229/2021	-119.289248289386	36.5473778
CostaRica/INC-0166/2020	-84.0322962	9.9552442
CostaRica/INC-0198/2020	-117.9859131	49.0185038
CostaRica/INC-0207/2020	-40.873577	-3.7357783
CostaRica/INC-0231/2021	-84.4863993	10.0652058
CostaRica/INC-0211/2020	-83.9539378	10.3370076
CostaRica/INC-0215/2020	-9.3658524	5.7499721
CostaRica/INC-0199/2020	125.674159821529	7.3745798
CostaRica/INC-0214/2021	-66.116666	18.465299
CostaRica/INC-0191/2020	-75.7214561	1.4167062
CostaRica/INC-0181/2020	-78.0764462033363	1.49613655
CostaRica/INC-0189/2020	-83.4584483993773	8.5337895
CostaRica/INC-0190/2020	-40.873577	-3.7357783
CostaRica/INC-0204/2020	-117.8086012	33.6811803
CostaRica/INC-0202/2020	-119.731562	34.465051
CostaRica/INC-0212/2021	-83.7913841	10.2152164
CostaRica/INC-0203/2020	-83.845703198973	9.9974653
CostaRica/INC-0185/2020	-84.0252872	9.9939017
CostaRica/INC-0210/2021	-84.0096613	10.4541312
USA/DE-DHSS-FLW00599083/2020	-75.662956	39.6159851
CostaRica/INC-0234/2021	-84.1360509	9.9299595
USA/DE-DHSS-F1022209/2020	-77.2741121	36.9096897
USA/DE-DHSS-F986562/2020	-100.7846477	33.1665316
USA/NY-NYCPHL-001100/2020	-74.0357266	41.1519319
USA/AK-PHL6813/2021	-149.85784875	61.2222765
USA/NY-Wadsworth-21007535-01/2021	-73.8785937	40.8466508
USA/NY-NYCPHL-001172/2020	-74.0060152	40.7127281
USA/NJ-NYULH99/2021	-74.3177933	41.0461864
USA/NJ-NYULH211/2020	-74.0550731	40.7381635
USA/NY-NYCPHL-001120/2020	-74.0060152	40.7127281
USA/NY-NYCPHL-001408/2020	-74.0060152	40.7127281
USA/PR-F048/2021	-66.613958	18.011564
Canada/ON-S2420/2020	-79.3839347	43.6534817
USA/TX-DSHS-2348/2021	-96.3805801469641	30.65231335
USA/HI-H200053/2020	-155.5645619	19.6273325
USA/WI-WSLH-200501/2020	-88.0429623674584	42.72723705
USA/WI-WSLH-200466/2020	-88.0429623674584	42.72723705
USA/WI-GMF-37062/2020	-91.0902393	43.8890516
USA/WA-OHSU-2033/2020	-122.4940866	45.7669047
USA/CA-CDPH303/2020	-121.9059001	38.7184542
USA/IL-IDPH-BUR-S-0001392/2020	-89.5341179	41.4016294
USA/TX-HMH-MCoV-19708/2020	-95.3676974	29.7589382
USA/CA-CZB-23285/2021	-121.9175345	37.9034806
USA/OR-OHSU-5803/2020	-122.4006413	45.5093799
CostaRica/INC-0217/2021	-9.3658524	5.7499721
USA/PR-B2D3/2020	-66.613958	18.011564
USA/AZ-WL-CVG00128/2020	-111.6546163	32.1112624
USA/AZ-ASPHL-3326/2020	-114.476031572498	32.665135
USA/NJ-MSHSPSP-PV15719/2020	-74.3045277	40.6652251
USA/IL-IDPH-I-000699/2020	-87.756525	41.8197385
USA/OR-OHSU-3283/2020	-122.4006413	45.5093799
USA/AK-PHL6680/2020	-149.85784875	61.2222765
USA/NY-NYCPHL-001362/2020	-74.0060152	40.7127281
USA/DE-DHSS-F981493/2020	-100.7846477	33.1665316
USA/IL-IDPH-I-000802/2021	-87.756525	41.8197385
USA/LA-EVTL1862/2020	-93.5959786	32.6676663
USA/LA-EVTL1899/2020	-93.5959786	32.6676663
USA/LA-EVTL1871/2020	-93.5959786	32.6676663
USA/LA-EVTL1859/2020	-93.5959786	32.6676663
USA/LA-EVTL1861/2020	-93.5959786	32.6676663
USA/LA-EVTL1925/2020	-93.5959786	32.6676663
USA/TX-HMH-MCoV-8479/2020	-95.3676974	29.7589382
USA/NJ-MSHSPSP-PV15139/2020	-74.0563254	40.9678345
USA/NY-NYCPHL-001313/2020	-74.0060152	40.7127281
Canada/ON-E62/2020	-75.690308	45.421106
USA/NJ-MSHSPSP-PV17505/2020	-74.0563254	40.9678345
USA/DE-DHSS-F986368/2020	-77.2741121	36.9096897
USA/TX-HMH-MCoV-12636/2020	-95.3676974	29.7589382
USA/OR-OHSU-PHL00032/2021	-122.7203248	44.8964425
Mexico/TAM-InDRE-94/2020	-97.5017951	25.8520977
Canada/ON-S2344/2021	-79.3839347	43.6534817
USA/DE-DHSS-FLW00757375/2021	-75.662956	39.6159851
Canada/ON-S2424/2021	-79.3839347	43.6534817
	-96.5985117779225	38.0813580551928
	-44.2163370981615	60.3169388055858
	-90.7342837065454	31.999397043262
	-111.342336118224	38.4792557683372
	-107.053152693057	33.2697440693606
	-85.9541985415991	38.8991718591365
	-79.0006725275021	39.9606497496287
	-81.7029303934075	20.1381835724496
	-82.1526859079545	22.6835979228907
	-75.8520166935606	28.3848880706786
	-75.6078444654361	20.5144637254508
	-96.9150841401738	38.1293969853435
	-97.1027946535821	41.0519526501424
	-79.6995183668207	42.9487283011889
	-79.3839347	43.6534817
	-79.3839347	43.6534817
	-79.3839347	43.6534817
	-79.3839347	43.6534817
	-79.3839347	43.6534817
	-79.3839347	43.6534817
	-80.0090548926066	42.240575803297
	-80.0147602490278	42.5385615984312
	-80.1388085424057	42.3140900718178
	-81.6489839830297	42.6804172238387
	-81.5758512945024	42.1507018772743
	-81.7233443751955	43.2098736597359
	-97.9112370171464	40.8953091321361
	-91.2918214117374	41.590453118217
	-91.8532789538601	43.0548972898202
	-97.9802454526106	40.8859717067835
	-99.8021851408465	58.2898069199266
	-97.9720558992088	40.7749055087873
	-87.4820354474301	39.211537982389
	-73.4969097913864	41.0745421985174
	-89.4071236858205	42.3547039401565
	-75.6622120644362	38.8424660414384
	-75.6619670293655	38.5839366553065
	-76.8272171709994	37.2327398370363
	-94.8374622392014	43.2157365586944
	-89.7586499355334	43.1167716931414
	-96.0027795886623	43.2067311841887
	-122.857533935248	45.56614365
	-122.857533935248	45.56614365
	-84.0448241560712	39.87658442586
	-83.3504651367837	39.4615354449663
	-84.1844300331331	39.1950440784407
	-84.5266364154564	37.1617278252524
	-83.8258848740943	41.2052186918436
	-96.2267227580358	37.1417867798934
	-91.4225183252468	29.1554663912552
	-117.398866410788	39.791952928746
	-140.402863464866	30.7150818705267
	-91.3961856	43.2961731
	-88.2181641962682	27.234550681185
	-95.665012220423	22.8724813775647
	-95.7624774199124	20.4407733110759
	-85.5506962685735	11.0090665
	-86.8103010672156	27.9823516650879
	-85.937175747177	21.452795458397
	-106.047921564202	40.0348362433696
	-82.4077907822393	17.1115831211581
	-82.5727001091118	14.9606983977489
	-82.3376977629371	15.7304465094172
	-81.9584245922458	16.6412617212446
	-80.9161878662989	-2.59449902830805
	-79.9195374713327	-6.56415727980924
	-67.9785479645534	-20.5584428427589
	-72.4156215739658	-12.652277981585
	-87.7671061935138	34.3247431566581
	-83.3511831467101	29.4487482266716
	-69.7841307451917	29.6415930401749
	-96.4077573650629	27.9478075311231
	-90.4761774526493	36.9919484211525
	-90.6362391521259	35.9602281343725
	-73.9829678843892	40.7511782949132
	-98.1033670987594	32.771959583458
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-98.5489702097128	40.4340103120945
	-83.8349693831803	41.3816487488421
	-85.8093138424159	41.7945395661075
	-99.2222208641812	40.3445576236003
	-99.5163022160198	40.2660313645017
	-91.6149715250899	43.0249752048672
	-99.764442032648	40.1664803295189
	-92.386030379216	39.299551689476
	-95.3974285775433	37.9822445029794
	-100.286884749285	36.7167405635312
	-105.450798035426	39.5349010792127
	-100.420277089206	40.2200457812391
	-94.3228476274302	40.1767517395941
	-90.5978635345085	43.520586029863
	-100.763882014343	40.2129566658094
	-76.7707511005946	42.5490431151301
	-101.642977609679	40.0256770196163
	-91.0021409230054	39.9658281862238
	-108.084758062024	52.0108587625448
	-126.62075627881	54.4743162744696
	-85.866415699348	34.5532808020242
	-85.6594791902536	36.8946610157154
	-86.6537766744191	37.4488867837384
	-88.0690491759946	36.3635742709747
	-85.6812850827482	38.1673236438124
	-90.5226422310845	37.1304395818525
	-104.087572900309	39.9015018991023
	-95.2877887782012	36.0854543916409
	-95.7728869220626	35.5867311230338
	-61.786659232845	2.76019606785009
	-103.803064633959	40.1908620208881
	-106.421316200144	39.8569997281726
	-114.642286351368	37.0862179600746
	-111.097039760591	36.8535477468831
	-102.01220844948	41.0302186201979
	-110.826849169953	40.9823522756716
	-97.5930539205237	40.8006185371076
	-90.336873569322	38.157439856387
	-96.9912178384124	38.2296273160121
	-107.864647220999	41.2295532197934
	-112.593890435678	41.7444629043907
	-106.654528511538	38.4659166616637
	-115.256064068977	33.6704741585872
	-116.9646629	32.5010188
	-122.224338687136	38.1431990744917
	-75.1567219480382	40.4420985591116
	-116.325015525516	43.5017163970156
	-118.576679759444	42.9369462626634
	-129.493914072162	48.5278481333053
	-116.217459571936	41.4231086434624
	-117.257277506345	53.9849651067667
	-115.78977577956	34.1902252900998
	-116.605105965783	34.9676289443767
	-115.256064068977	33.6704741585872
	-116.9646629	32.5010188
	-100.572064129962	40.0304567294257
	-100.549857899936	40.678480754963
	-98.6551594542428	41.3778897536104
	-103.88613276878	59.4429811728409
	-97.8690696522265	37.161275785105
	-99.4784479975913	36.4237934907554
	-115.721486368088	32.5892087929615
	-93.6924432372107	36.025071119787
	-91.7270695879616	42.26419472328
	-95.3676974	29.7589382
	-100.343943822688	42.5752434528688
	-110.960833053844	46.1299471755778
	-124.351892412992	50.2635379349327
	-118.653646679482	45.7780631615598
	-122.447256583303	45.6381518227483
	-100.035470531358	42.4975669992018
	-100.109071132081	42.5728819276664
	-115.6302782397	45.0628798314595
	-122.552836008217	45.5285034576713
	-122.628972310071	45.5379894472963
	-99.7334043023032	42.4830444613135
	-99.6448524601847	42.5455399350135
	-97.4013864051261	34.6945822099642
	-97.0364963626407	33.098605898444
	-97.5540029639013	35.3441565262629
	-101.697522820313	37.9756682023057
	-106.145989753071	40.5534562270978
	-99.763213515689	42.9122371013066
	-99.574006475537	42.7377179420499
	-100.667863632363	57.4977272442737
	-99.5639076625411	42.5529004229307
	-93.7446933992755	32.5985071128389
	-89.6833219062149	41.7690261160458
	-117.256395110396	45.8729983102855
	-119.636068863089	45.7814253394877
	-120.892456161742	44.0242133961795
	-120.816543796593	43.9551536864808
	-120.780666790585	44.2045760960669
	-122.4006413	45.5093799
	-122.4006413	45.5093799
	-122.4006413	45.5093799
	-120.504850804019	43.9741418429048
	-157.960511	21.468151
	-116.18500043319	45.2347757455838
	-100.2178972	33.588178
	-100.2178972	33.588178
	-119.301971086998	46.8584329587123
	-122.806177694651	46.9248935536018
	-123.102777940064	46.8850532522697
	-118.625107123195	46.8332348851581
	-124.229936589438	47.6335855363891
	-124.522390212451	48.0520963010617
	-126.353910725173	48.1128544962767
	-127.629363837948	48.9584255074976
	-121.002980846584	41.3479389478731
	-115.267370899814	46.2077660692155
	-117.52229506877	49.8542844849058
	-113.935807168053	47.1147464029584
	-119.200641993744	49.5324518133595
	-127.669472714908	49.9282560038327
	-122.705134236182	45.547424842735
	-122.628972310071	45.5379894472963
	-102.546507612502	39.0672146501753
	-102.758334665905	39.3049225791833
	-101.239033281262	39.3768435236724
	-101.367086762574	39.2557616367685
	-101.597535475099	39.4382688943971
	-101.801961658488	39.713315286961
	-102.02019674549	40.0041474337862
	-135.795427158508	30.4929272931517
	-99.9162670522167	40.2257350110085
	-95.1797262377419	38.4527366384917
	-100.241040172324	40.3371154120437
	-94.6412109507346	31.1461549011605
	-100.697152036974	40.983861659005
	-102.502671910394	35.8352391725832
	-106.570364912731	38.7659049911584
	-100.466365964938	41.5882974325845
	-99.4447981278987	40.422316242049
	-99.6474190537883	40.8778979101907
	-98.46274236916	39.6536559440244
	-89.8340657794229	34.9578336368113
	-99.3669112125276	40.0774743427953
	-109.743256576377	40.0237750256578
	-112.835783684411	40.3390829791025
	-99.172719076468	31.9222151021222
	-118.107452888522	42.7471898044042
	-117.309649176711	43.8452580647567
	-110.104780466761	40.8144590519968
	-122.405594942466	45.5649655964051
	-122.361586828813	45.4639691743823
	-91.6141887712238	39.5092479380426
	-91.3786277020433	40.1592917916418
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-89.8206752700364	44.5815979407138
	-92.3000954428917	45.7512525839241
	-86.3820633164267	40.5396686047645
	-88.6845429651341	40.4333589236837
	-89.1370596047409	39.7330708937153
	-82.9254893412131	40.6131013959588
	-91.2749252317947	42.4317637949169
	-81.4060408198973	34.087241893634
	-85.2654592	31.1355603
	-77.2741121	36.9096897
	-91.925681179316	42.8896232539589
	-92.0830462822759	43.0515826212015
	-79.9760405	40.4597204
	-92.4678983001687	43.1102138554703
	-92.6694947050566	43.1403677426829
	-88.0905205595873	33.4062514546231
	-92.8373631316724	43.4461165149497
	-126.50393028518	36.2963723039283
	-91.8402920581331	43.4927901824454
	-91.8001782209255	43.6751233638627
	-91.8728553316488	43.6849675424539
	-92.0832673798875	43.8946940878904
	-89.949510000962	40.4664762161642
	-91.8563139	43.2677179
	-92.2068103756447	44.0808355627662
	-97.747578581672	36.4904609506523
	-91.9807902979329	44.3501963185071
	-107.003996686682	39.9476011423528
	-91.3695424017958	44.4768472836799
	-94.079860494334	43.5947391698598
	-91.2027372471665	44.5282124261789
	-90.5653800071481	36.6198192137748
	-91.7050411091876	37.401784126938
	-92.9332855612187	35.8805818634949
	-100.7846477	33.1665316
	-87.4747811046029	36.4724036740105
	-86.6827026426814	35.7973970596525
	-86.5257849801904	36.2799042135999
	-91.3716462120915	46.3254905465458
	-120.020221060796	57.6439790719563
	-127.024367887868	59.0711474733072
	-141.009641149297	59.3243791993719
	-149.627688763687	63.9196046513538
	-87.3641158087324	43.4922961220976
	-91.5653247933632	42.5772872689813
	-95.1797262377419	38.4527366384917
	-90.9065816896321	43.2640462881207
	-88.2431813631115	40.591415774317
	-88.7469181038423	42.9392245565299
	-89.3228560737894	43.4669592489955
	-92.3698269348127	44.6147347356268
	-91.3961856	43.2961731
	-96.9924247725144	49.3064735116528
	-99.1165039832657	51.1413327311277
	-107.060289397543	54.9365887263872
	-84.3352748928184	44.0419814692656
	-77.6020449726644	47.2841091488766
	-75.3537131575845	47.733821503455
	-77.9918516194468	40.5781679995769
	-76.9966790826043	40.6246634896981
	-72.561597172231	53.588912027676
	-64.5488446580227	56.7754381880006
	-44.0215065231375	61.7538348259454
	-87.9171393455506	41.6688763367067
	-89.1496574	42.3255276
	-87.6456111579894	41.5205953559139
	-88.0054631376602	40.0325096045799
	-88.1291858555398	37.9778560703139
	-87.3453708993867	42.7111810428962
	-91.4322639702696	43.4793033559981
	-82.7505537312753	42.3373599842153
	-96.6972546055043	33.8690383227274
	-109.064877563841	35.9812747205957
	-95.6352505638499	33.9590893331514
	-96.5462840880791	29.592824349789
	-86.5833877273634	26.7878751253809
	-79.9760405	40.4597204
	-100.316835204593	33.4333571947597
	-104.133635382489	30.7899051695024
	-109.525790546724	29.3299671346066
	-99.9959654585698	31.7336215735773
	-111.827972262025	42.6205646069462
	-110.556454658576	36.1094228595753
	-92.865346406687	33.1314407381222
	-94.2768346428556	43.343523351105
	-90.6054749212701	42.5096235779893
	-91.6865048100361	42.0715324688446
	-91.7270695879616	42.26419472328
	-89.7846643462204	42.8315043304559
	-90.5161790083725	42.7599653586606
	-90.0818482029301	42.4893336395333
	-92.2242141515008	27.4880385797288
	-89.4159086497278	17.9683464176766
	-90.2988441269052	19.408224852968
	-92.6812175824182	21.5260809928903
	-88.0675694367424	19.6490521970835
	-96.3676452635039	25.822096155567
	-95.0087505079678	35.5041747807357
	-89.7501327322431	35.4142380154113
	-95.3963667	29.939219
	-98.1746520023776	35.4482263028748
	-101.001899332221	34.1712472367893
	-95.3676974	29.7589382
	-95.3676974	29.7589382
	-116.077743471456	36.4818481747905
	-131.219383306706	33.8501829454895
	-131.766708881331	33.822040945795
	-132.301841390204	33.83853327683
	-119.339123375819	35.6349254132119
	-133.113342245155	33.6770370058722
	-119.7737991	37.1716264
	-133.985952198885	33.3851484484007
	-147.519726951971	26.6513849566823
	-156.858748867152	20.9965179896188
	-156.3105232	20.7580586
	-142.012509855104	29.4870191250907
	-157.960511	21.468151
	-157.960511	21.468151
	-157.960511	21.468151
	-100.514677687076	38.1785136649603
	-126.421695656464	36.111116042448
	-124.60785300422	36.6112452790112
	-122.601035531877	37.1255170402652
	-146.766636045242	27.4558567242592
	-108.292191877748	37.9521213157746
	-116.215912640314	39.9534912739672
	-157.960511	21.468151
	-157.960511	21.468151
	-157.960511	21.468151
	-157.960511	21.468151
	-157.960511	21.468151
	-91.8967048396613	40.8350349695966
	-93.8909112133404	40.3812784182764
	-93.1952321226543	36.4953307968281
	-100.7846477	33.1665316
	-94.2794856189041	42.3730794768236
	-122.628972310071	45.5379894472963
	-75.6837113496151	38.8225825870311
	-88.0405362245133	37.6679444627713
	-102.161043544585	37.141705965595
	-115.721486368088	32.5892087929615
	-101.399334115717	37.3391128400098
	-116.9646629	32.5010188
	-100.476227872355	37.5476115172347
	-100.638876942338	37.7694124301524
	-100.12477574779	37.8897928785198
	-100.694998184554	37.6607589636773
	-87.9766814988744	37.7296117318453
	-101.502135749192	37.6100581053917
	-100.946678986453	37.7368522985772
	-108.118721774525	38.6054243789007
	-111.854348792603	35.5074869432508
	-109.944371094595	32.5553259742155
	-106.102202692989	30.6498505714972
	-97.1939449021273	45.7396877804206
	-98.9265233154816	37.408735884422
	-98.3280958997434	37.7521809271692
	-97.5223197586244	37.9349254102736
	-92.3772038608728	36.0714573842217
	-92.937285420558	36.1797906914936
	-84.8841898501867	37.1300448093324
	-76.4835430337797	38.2655902297216
	-96.0012430851351	35.667683054198
	-95.345216555273	35.9690476204477
	-93.6060070161757	32.6110951266977
	-100.18792786712	37.3566538135777
	-104.399325401863	40.1081799629962
	-103.999934150112	39.8517364010718
	-93.9451563765573	41.0023698186141
	-97.5686658325187	40.8666350417631
	-103.588029732998	40.3871714470624
	-98.5727107247948	44.4556470219345
	-113.422776769506	37.9155011602526
	-112.440416999655	39.2743455441258
	-110.637515309014	41.453447540986
	-119.637310157408	39.070344084972
	-85.3509607727193	30.6838601986771
	-85.2997413036223	30.5121678072072
	-90.8121787545763	43.7340545040563
	-108.506707206246	45.9824830639347
	-123.571719598223	42.9152956194686
	-75.6109090771311	39.2427499873465
	-75.5850681541849	39.0559433577662
	-85.0329505190127	29.7428899205891
	-84.9850626704793	29.6510147282738
	-85.0331754609357	29.5065218077667
	-44.4220559383138	22.7446208159291
	-61.6037876489578	10.9575359207189
	-85.1876860842909	10.5633975416916
	-86.2205204355451	29.5156061033548
	-79.9760405	40.4597204
	-86.3381581576922	29.2774062432447
	-82.2274885342496	22.4686924083175
	-90.8897121620483	16.324983985461
	-99.4561908744426	22.6770702059408
	-88.6223314803662	14.4996611508896
	-89.1634928830708	15.1003245627879
	-91.8194700925552	17.6533076828673
	-84.0590071450573	10.4249960011873
	-83.9247151693647	10.2905029379654
	-80.6051041819086	23.5190049188363
	-79.9138120340715	23.1343588586801
	-80.0178140929784	22.7573761696214
	-80.1191008219232	16.3773912872653
	-81.4959992894802	15.4439436305679
	-82.6862033539229	15.9067423988295
	-88.0653136650027	13.3704329425271
	-82.3320281625375	16.0672050252039
	-95.2833199207061	20.3658202712577
	-101.153763403936	25.4210993223067
	-81.0723191307791	15.5925854399382
	-81.9806258853556	16.8921893892499
	-81.8828570375451	17.1367779770711
	-77.5860298017569	34.4234573347107
	-74.417272318902	43.1799418807066
	-120.071509978694	35.8550223763736
	-91.0541697215892	20.0814257955774
	-82.455180162996	14.4643699013375
	-84.7902043605256	10.483055226361
	-82.2268959567555	14.845564710978
	-82.1325102260445	15.0941344678772
	-82.1077295763683	15.4353199514213
	-84.0366446989124	9.9213105226537
	-81.8726990229798	16.0886560210557
	-81.740928426792	16.4800418376358
	-99.9363865229733	24.2471011580887
	-79.4909139509464	15.3396264656122
	-79.13597559465	15.7468118322885
	-76.2477967912713	20.7869168917539
	-62.5265936957195	3.40805346610392
	-79.7733966578858	14.5911774069149
	-46.4129135527408	10.0725641473215
	-85.2671497589565	14.8983015611396
	-162.392793556843	65.389919944808
	-84.0016027791211	12.2906562189261
	-85.0313879310741	13.584976832803
	-86.0194830584825	15.219156791841
	-62.0654606097261	2.57452851525932
	-94.0493493495406	18.7500824884309
	-89.8977368372274	15.3570380631373
	-83.9179977589123	10.1651940687324
	-83.9601937984304	10.1485090264129
	-84.0174799095545	10.2240165430503
	-79.7046447593243	38.9318509868789
	-79.7285922658927	38.5511585064823
	-80.4185751076249	24.8317749449984
	-79.576449686547	41.0416292827634
	-89.3025700508039	35.6107160720066
	-77.1391593622271	42.1601950641301
	-102.0235497612	57.0991261465397
	-72.5814592841317	37.0823832848778
	-74.1861274210364	40.8922494681965
	-69.8920017498567	29.4125004788534
	-93.7695142269578	39.3080215155775
	-101.634118893657	40.8764679918002
	-127.445888746127	28.3467164952331
	-102.311206178906	43.9369261628902
	-89.0457100984715	43.123430021567
	-122.183545348809	42.243053917719
	-87.8523991833565	40.3828238179934
	-87.301673268406	40.0369261353941
	-82.4351999531447	44.8404362521549
	-51.1873473131447	40.0696650749945
	-90.8388485227511	38.5651895237992
	-96.6731168227551	29.4716646787792
	-113.060997792407	32.3960554078294
	-90.0768164106291	39.5928273279965
	-80.9708376626408	41.4387017182921
	-90.86424651158	39.3940721092339
	-110.465715399557	53.3642474144598
	-133.533531153911	54.129707239709
	-88.814366019292	37.2282088185772
	-88.1431194807694	37.4100189013358
	-88.1635896903671	37.1605342287198
	-91.6462892352157	33.4976490027919
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-93.5959786	32.6676663
	-85.4627325761805	35.8327661239352
	-85.0683489191834	40.0655911082583
	-86.3082782109543	39.9258686230816
	-87.5366916863914	39.1572368820311
	-89.4394058982179	38.7647245039506
	-91.5744481977276	38.953501893267
	-90.6746238657806	40.8304958227696
	-108.585015836092	36.0275099179986
	-78.0914247051962	42.321535304902
	-77.4651297524819	41.6497209722446
